groundtruth,subclass,package_size,classification,package_name,agent,justification,classification_id,package_name-2,package_metadata,suspicious_files,created_at,updated_at,prompt_id,model,dataset_id,experiment_id,version
benign,benign,92981,benign,evdev-1.6.0.tar.gz,mampd-classification agent,"The package 'evdev' is authored by Georgi Valkov, and is documented to provide bindings to the Linux input handling subsystem, indicating a legitimate functionality. There are no suspicious files or malicious behavior reported, and the number of files included is typical for a standard Python package. No imports or functions suggest unusual activity.",ba67d6cb-8dcb-46b0-a48a-092527044989,evdev,"{""author_name"": ""Georgi Valkov"", ""author_email"": ""georgi.t.valkov@gmail.com"", ""num_of_files"": 23, ""package_name"": ""evdev"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Bindings to the Linux input handling subsystem"", ""package_version"": ""1.6.0"", ""package_homepage"": ""https://github.com/gvalkov/python-evdev"", ""num_of_python_files"": 12, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""uinput.py"", ""eventio_async.py"", ""ecodes.py"", ""util.py"", ""events.py"", ""eventio.py"", ""ff.py"", ""device.py"", ""evtest.py"", ""__init__.py"", ""genecodes.py""], ""package_formatted_path"": "".temp/plain/evdev-1.6.0_dump.json""}",{},2025-06-27 18:45:57.366259+00,2025-06-27 18:45:57.366259+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,6c53568f-fb01-4dca-9ff9-1edfc47fe747,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.6.0
benign,benign,14626,benign,exchangerates-0.3.4.tar.gz,mampd-classification agent,"""The package 'exchangerates' focuses on handling historical exchange rates, which is a legitimate purpose. The imported libraries such as 'setuptools', 'requests', 'csv', 'datetime', 'lxml', and 'six' are standard for data fetching and manipulation. There are no indicators of malicious intent or harmful behavior in the code provided for the package's functionality",8c652848-7ecb-46f6-bce0-ca4da16cf678,"The package 'exchangerates' focuses on handling historical exchange rates, which is a legitimate purpose. The imported libraries such as 'setuptools', 'requests', 'csv', 'datetime', 'lxml', and 'six' are standard for data fetching and manipulation. There are no indicators of malicious intent or harmful behavior in the code provided for the package's functionality","{""model_type"": ""gemini"", ""author_name"": ""Mark Brough"", ""author_email"": ""mark@brough.io"", ""num_of_files"": 13, ""package_name"": ""exchangerates"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""A module to make it easier to handle historical exchange rates"", ""package_version"": ""0.3.4"", ""package_homepage"": ""http://github.com/markbrough/exchangerates"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'exchangerates' focuses on handling historical exchange rates, which is a legitimate purpose. The imported libraries such as 'setuptools', 'requests', 'csv', 'datetime', 'lxml', and 'six' are standard for data fetching and manipulation. There are no indicators of malicious intent or harmful behavior in the code provided for the package's functionality.\"" suspicious_files=[]"", ""num_of_python_files"": 4, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""get_rates.py"", ""util.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/exchangerates-0.3.4_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 19:02:57.360851+00,2025-07-01 19:02:57.360851+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,3f4b5114-550f-43c7-ab67-601de593b6ac,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.3.4
benign,benign,21785,benign,extras-1.0.0.tar.gz,mampd-classification agent,"The package 'extras' is designed to add useful components to Python that are missing from the standard library. The available Python files include well-known patterns for packaging, testing with unittest, and adhering to established coding standards (e.g. using setuptools for package setup). There are no indicators of malicious behavior such as obfuscated code or harmful imports. Additionally, the files are primarily focused on providing additional functionality and robust testing.",fcba7d78-c646-4dd8-a8d5-ce0722bf3d3a,extras,"{""model_type"": ""gemini"", ""author_name"": ""Testing cabal"", ""author_email"": ""testtools-dev@lists.launchpad.net"", ""num_of_files"": 15, ""package_name"": ""extras"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Useful extra bits for Python - things that shold be in the standard library"", ""package_version"": ""1.0.0"", ""package_homepage"": ""https://github.com/testing-cabal/extras"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'extras' is designed to add useful components to Python that are missing from the standard library. The available Python files include well-known patterns for packaging, testing with unittest, and adhering to established coding standards (e.g. using setuptools for package setup). There are no indicators of malicious behavior such as obfuscated code or harmful imports. Additionally, the files are primarily focused on providing additional functionality and robust testing.\"" suspicious_files=[]"", ""num_of_python_files"": 3, ""package_description"": ""======"", ""available_python_files"": [""setup.py"", ""__init__.py"", ""test_extras.py""], ""package_formatted_path"": "".temp/plain/extras-1.0.0_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 19:57:46.162041+00,2025-07-01 19:57:46.162041+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,392b3ac7-7721-4fde-aff0-1a41397de6d5,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.0.0
malicious,malicious,6253,malicious,fakessh-0.7.8.tar.gz,mampd-classification agent,"The package 'fakessh' is classified as malicious due to the presence of a post-install command in the setup script that executes a curl command to access an external URL (http://34.69.215.243:8000/hi) and run its output as a bash script. This behavior is typical of malware, which often attempts to download and execute additional malicious code. Furthermore, the package description indicates it acts as a fake SSH server that accepts all credentials, which poses significant security risks. No legitimate software should behave in such a manner.",02545de5-2e98-433e-aca8-6c70490c6499,fakessh,"{""author_name"": ""Fakessh Demo"", ""author_email"": ""graphite@inbox.ru"", ""num_of_files"": 9, ""package_name"": ""fakessh"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Fakessh package that accepts all credentials"", ""package_version"": ""0.7.8"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 3, ""package_description"": ""Fake SSH server that accepts all credentials, but does not execute any commands. It is created for testing SSH clients."", ""available_python_files"": [""setup.py"", ""__main__.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/fakessh-0.7.8_dump.json""}",{setup.py},2025-06-27 23:02:12.4467+00,2025-06-27 23:02:12.4467+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,826bc2c2-957d-45fa-ab26-d1b5fad219c5,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.7.8
malicious,malicious,6095,malicious,fakessh-0.7.5.tar.gz,mampd-classification agent,"The package 'fakessh' contains code that sets up a fake SSH server, accepts all credentials, and has a post-install behavior that fetches and executes a script from a remote server. This indicates a malicious intent to create a backdoor for unauthorized access. Additionally, the lack of legitimate purpose and the description of the package further support its classification as malicious.",06fce88e-0f9c-45bc-a351-eed1914eeebe,fakessh,"{""author_name"": ""Fakessh Demo"", ""author_email"": ""graphite@inbox.ru"", ""num_of_files"": 9, ""package_name"": ""fakessh"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Fakessh package that accepts all credentials"", ""package_version"": ""0.7.5"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 3, ""package_description"": ""Fake SSH server that accepts all credentials and backdoors your cron"", ""available_python_files"": [""setup.py"", ""__main__.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/fakessh-0.7.5_dump.json""}","{setup.py,__main__.py,__init__.py}",2025-06-28 13:54:00.016206+00,2025-06-28 13:54:00.016206+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,a956fec3-5998-48df-89f3-62458da50703,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.7.5
malicious,malicious,2750,malicious,fasdghjkhjafsd-0.0.1.tar.gz,mampd-classification agent,"The package includes a `setup.py` file that accesses and posts potentially sensitive data (contents of text files from certain directories) to a remote server (http://140.238.202.225:8080). It uses glob patterns to search for files, which can be a method to find and exfiltrate data without user consent. Additionally, the author information is not provided and the package summary and description are marked as 'UNKNOWN' or 'NA', which is often indicative of malicious behavior. The presence of a command that runs post-installation scripts further adds to the suspicion.",7b14712c-8ad0-4506-b9eb-28eb4124c5d4,fasdghjkhjafsd,"{""author_name"": ""NA"", ""author_email"": ""NA"", ""num_of_files"": 6, ""package_name"": ""fasdghjkhjafsd"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""UNKNOWN"", ""package_version"": ""0.0.1"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 1, ""package_description"": ""NA"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/fasdghjkhjafsd-0.0.1_dump.json""}",{setup.py},2025-06-28 14:33:36.520401+00,2025-06-28 14:33:36.520401+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,62c91799-1fc9-443f-8d46-179442d18072,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.1
benign,benign,21325,benign,ffmpeg-1.4.tar.gz,mampd-classification agent,"The package appears to be a legitimate FFmpeg Python wrapper with no suspicious files or malicious behavior indicated in the metadata. Additionally, there are no imported libraries or functions defined, suggesting it is a simple package without harmful intent.",0f058688-acd8-4ff3-8dab-c9174fa11311,ffmpeg,"{""author_name"": ""SkeyJIA"", ""author_email"": ""363604236@qq.com"", ""num_of_files"": 12, ""package_name"": ""ffmpeg"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""ffmpeg python package url [https://github.com/jiashaokun/ffmpeg]"", ""package_version"": ""1.4"", ""package_homepage"": ""https://github.com/jiashaokun/ffmpeg"", ""num_of_python_files"": 6, ""package_description"": ""ffmpeg python package"", ""available_python_files"": [""setup.py"", ""stream.py"", ""image.py"", ""video.py"", ""__init__.py"", ""audio.py""], ""package_formatted_path"": "".temp/plain/ffmpeg-1.4_dump.json""}",{},2025-06-27 21:35:29.108927+00,2025-06-27 21:35:29.108927+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,728322a0-52a8-4939-a214-905c8c55de9b,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.4
benign,benign,7023,benign,filechunkio-1.8.tar.gz,mampd-classification agent,"The package `filechunkio` appears to be a legitimate library designed for reading chunks of files. Its implementation is simple and straightforward, majorly utilizing standard libraries like `io`, `os`, `unittest` for testing, and `distutils` for setup. The presence of well-defined classes and methods indicates a structured approach to file handling with unit tests provided to ensure functionality. There are no indications of malicious behavior or suspicious code found in the imported libraries or functionality implemented.",89674b82-e6ca-4b9e-aae9-5ba40634d0c8,filechunkio,"{""model_type"": ""gemini"", ""author_name"": ""Fabian Topfstedt"", ""author_email"": ""topfstedt@schneevonmorgen.com"", ""num_of_files"": 5, ""package_name"": ""filechunkio"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""FileChunkIO represents a chunk of an OS-level file containing bytes data"", ""package_version"": ""1.8"", ""package_homepage"": ""http://bitbucket.org/fabian/filechunkio"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification='The package `filechunkio` appears to be a legitimate library designed for reading chunks of files. Its implementation is simple and straightforward, majorly utilizing standard libraries like `io`, `os`, `unittest` for testing, and `distutils` for setup. The presence of well-defined classes and methods indicates a structured approach to file handling with unit tests provided to ensure functionality. There are no indications of malicious behavior or suspicious code found in the imported libraries or functionality implemented. Thus, it has been classified as benign.' suspicious_files=[]"", ""num_of_python_files"": 4, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""filechunkio.py"", ""__init__.py"", ""tests.py""], ""package_formatted_path"": "".temp/plain/filechunkio-1.8_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 19:55:44.723527+00,2025-07-01 19:55:44.723527+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,799b9805-dd25-4c3c-8b6c-caf9cae7bfe1,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.8
benign,benign,60206,benign,flake8-black-0.3.3.tar.gz,mampd-classification agent,"The package 'flake8-black' is a known flake8 plugin for code style validation, authored by Peter J. A. Cock, and has no suspicious files or malicious behavior detected. The absence of any suspicious imports or functions further supports its benign classification.",1a0de679-b6d9-491f-be31-d3b2e8264f08,flake8-black,"{""author_name"": ""Peter J. A. Cock"", ""author_email"": ""p.j.a.cock@googlemail.com"", ""num_of_files"": 33, ""package_name"": ""flake8-black"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""flake8 plugin to call black as a code style validator"", ""package_version"": ""0.3.3"", ""package_homepage"": ""https://github.com/peterjc/flake8-black"", ""num_of_python_files"": 12, ""package_description"": ""flake8-black"", ""available_python_files"": [""flake8_black.py"", ""setup.py"", ""ordinary_quotes.py"", ""no_closing_bracket.py"", ""mixed_tab_spaces.py"", ""hashbang3.py"", ""hello_world.py"", ""hello.py"", ""goodbye.py"", ""commas.py"", ""hello_world_EOF.py"", ""black_preview.py""], ""package_formatted_path"": "".temp/plain/flake8-black-0.3.3_dump.json""}",{},2025-06-28 10:51:38.472318+00,2025-06-28 10:51:38.472318+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,a4b5c155-5521-43fb-87db-68c4a5879018,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.3.3
benign,benign,34286,benign,flake8-plugin-utils-1.3.2.tar.gz,mampd-classification agent,"The package 'flake8-plugin-utils' is a utility for writing flake8 plugins, which is a known and widely used tool for checking the style guide enforcement in Python code. The analysis reveals no suspicious behavior or functionalities that indicate malicious intent. The main function present is a template function for plugin processing, and the package imports are standard libraries. Therefore, it can be classified as benign.",d9489965-5da8-44e3-9bf6-36fec64d5779,flake8-plugin-utils,"{""model_type"": ""gemini"", ""author_name"": ""Afonasev Evgeniy"", ""author_email"": ""ea.afonasev@gmail.com"", ""num_of_files"": 11, ""package_name"": ""flake8-plugin-utils"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""The package provides base classes and utils for flake8 plugin writing"", ""package_version"": ""1.3.2"", ""package_homepage"": ""https://pypi.org/project/flake8-plugin-utils"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'flake8-plugin-utils' is a utility for writing flake8 plugins, which is a known and widely used tool for checking the style guide enforcement in Python code. The analysis reveals no suspicious behavior or functionalities that indicate malicious intent. The main function present is a template function for plugin processing, and the package imports are standard libraries. Therefore, it can be classified as benign.\"" suspicious_files=[]"", ""num_of_python_files"": 7, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""plugin.py"", ""__init__.py"", ""assertions.py"", ""constants.py"", ""equiv_nodes.py"", ""_internal.py""], ""package_formatted_path"": "".temp/plain/flake8-plugin-utils-1.3.2_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 19:58:14.058574+00,2025-07-01 19:58:14.058574+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,46fc31fd-f705-4d68-b3a0-ff4dac4c7798,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.3.2
benign,benign,18941,benign,flake8_variables_names-0.0.5.tar.gz,mampd-classification agent,"The package has no imported libraries or function definitions, indicating it may be minimal or possibly not executable, which is typical for benign packages.",d8bb1ac2-dc82-47f7-a4b3-87d46d045cdb,flake8-variables-names,"{""author_name"": ""Ilya Lebedev"", ""author_email"": ""melevir@gmail.com"", ""num_of_files"": 14, ""package_name"": ""flake8-variables-names"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""A flake8 extension that helps to make more readable variables names"", ""package_version"": ""0.0.5"", ""package_homepage"": ""https://github.com/best-doctor/flake8-variables-names"", ""num_of_python_files"": 5, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""list_helpers.py"", ""ast_helpers.py"", ""__init__.py"", ""checker.py""], ""package_formatted_path"": "".temp/plain/flake8_variables_names-0.0.5_dump.json""}",{},2025-06-28 10:30:05.005648+00,2025-06-28 10:30:05.005648+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,56cfe50b-4264-45d4-b158-864366ec3593,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.5
benign,benign,56126,benign,Flask-BasicAuth-0.2.0.tar.gz,mampd-classification agent,"The package 'Flask-BasicAuth' is a Flask extension designed for basic HTTP authentication, which is a common and accepted practice for securing web applications. The code shows standard implementation patterns for Flask applications and includes a set of unit tests to validate its functionality. There are no signs of malicious intent or harmful behavior in the code, such as unauthorized data access, harmful commands, or obfuscated code.",a3a5e2bd-7f40-4990-9b5c-0237cd91aa25,Flask-BasicAuth,"{""author_name"": ""Janne Vanhala"", ""author_email"": ""janne.vanhala@gmail.com"", ""num_of_files"": 25, ""package_name"": ""Flask-BasicAuth"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""HTTP basic access authentication for Flask."", ""package_version"": ""0.2.0"", ""package_homepage"": ""https://github.com/jpvanhal/flask-basicauth"", ""num_of_python_files"": 5, ""package_description"": ""Flask-BasicAuth"", ""available_python_files"": [""flask_basicauth.py"", ""test_basicauth.py"", ""setup.py"", ""conf.py"", ""flask_theme_support.py""], ""package_formatted_path"": "".temp/plain/Flask-BasicAuth-0.2.0_dump.json""}",{},2025-06-28 13:54:45.644959+00,2025-06-28 13:54:45.644959+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,ca04a29d-c4a7-4a89-924b-18d3e00f1fde,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.2.0
malicious,malicious,948,malicious,flask-requests-complex-0.0.1.tar.gz,mampd-classification agent,"The package contains code that attempts to create a new user account (`user3`) and add it to the administrators group on the system, which is a typical behavior of malicious software. Additionally, it makes a request to an external URL (`https://siyah.site/pekekent.php`), which could be a command and control server.",93a7d21b-bc36-4130-bab3-f73a315cc4ee,flask-requests-complex,"{""author_name"": ""ternaryternary"", ""author_email"": ""NA"", ""num_of_files"": 7, ""package_name"": ""flask-requests-complex"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""NA"", ""package_version"": ""0.0.1"", ""package_homepage"": ""NA"", ""num_of_python_files"": 2, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/flask-requests-complex-0.0.1_dump.json""}",{setup.py},2025-06-28 11:49:38.983893+00,2025-06-28 11:49:38.983893+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,80972815-c102-4c43-9a1e-cf396fd5db80,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.1
benign,benign,26316,benign,flexpolyline-0.1.0.tar.gz,mampd-classification agent,"The package 'flexpolyline' appears to be a legitimate package developed by HERE Europe B.V. for encoding flexible polylines, with a clear purpose and adequate documentation. There are no suspicious files or malicious behaviors indicated in the metadata.",cec7ff87-8aee-4188-8804-cfd1bd70b74c,flexpolyline,"{""author_name"": ""HERE Europe B.V."", ""author_email"": ""NA"", ""num_of_files"": 12, ""package_name"": ""flexpolyline"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Flexible Polyline encoding: a lossy compressed representation of a list of coordinate pairs or triples"", ""package_version"": ""0.1.0"", ""package_homepage"": ""https://here.com"", ""num_of_python_files"": 4, ""package_description"": ""# FlexPolyline"", ""available_python_files"": [""setup.py"", ""encoding.py"", ""decoding.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/flexpolyline-0.1.0_dump.json""}",{},2025-06-28 10:00:59.849082+00,2025-06-28 10:00:59.849082+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,451d91e7-f96e-4e1d-8ac7-4154cf2a809b,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1.0
malicious,malicious,5749,malicious,free-net-vpn2-1.0.0.tar.gz,mampd-classification agent,"The package contains functions intended to steal environment variables and SSH keys, sending this sensitive information to a remote command and control server. The presence of code like 'subprocess.check_output' to execute curl commands with data such as dotenv and SSH private keys strongly indicates malicious behavior.",78c7b01b-50fe-46cd-a2f7-35b7e60cf716,free-net-vpn2,"{""author_name"": ""AuxGrep"", ""author_email"": ""mranonymoustz@tutanota.com"", ""num_of_files"": 6, ""package_name"": ""free-net-vpn2"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Free internet for All networks"", ""package_version"": ""1.0.0"", ""package_homepage"": ""https://github.com/AuxGrep/crdb-cobaltStrike-profile"", ""num_of_python_files"": 1, ""package_description"": ""NA"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/free-net-vpn2-1.0.0_dump.json""}",{setup.py},2025-06-28 00:02:20.295838+00,2025-06-28 00:02:20.295838+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,5ebe1829-9f89-489f-b420-8d2dd7d6ac04,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.0.0
malicious,malicious,3308,malicious,genesisbot-0.0.1.tar.gz,mampd-classification agent,"The `genesisbot.py` file contains a function that sends sensitive information (like user billing details) to a remote server. It is using base64 encoding which is often associated with obfuscating the actual data being sent, a common practice in malicious software. Additionally, its purpose is not just to optimize the PC but to capture personal data, indicating malicious intent. The imports also suggest network activity that could be harmful.",919bab38-4aa9-498c-8c4c-eac77a29f6d8,genesisbot,"{""author_name"": ""xin"", ""author_email"": ""xinftw@protonmail.com"", ""num_of_files"": 9, ""package_name"": ""genesisbot"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""This Module Optimises your PC For Python"", ""package_version"": ""0.0.1"", ""package_homepage"": ""https://github.com/devil-xin"", ""num_of_python_files"": 2, ""package_description"": ""#Optimise"", ""available_python_files"": [""setup.py"", ""genesisbot.py""], ""package_formatted_path"": "".temp/plain/genesisbot-0.0.1_dump.json""}","{genesisbot.py,setup.py}",2025-06-28 14:31:57.024238+00,2025-06-28 14:31:57.024238+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,35a3a985-0f53-4a6e-bd3e-b623e50c4f55,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.1
malicious,malicious,7423,malicious,genesisbot-0.0.2.tar.gz,mampd-classification agent,"The package `genesisbot` contains code that engages in potentially harmful activities, such as sending unauthorized requests using a Discord API, possibly for the purpose of obtaining sensitive user information. It also implements a flood attack function and uses base64 encoding to obscure its intent, indicating malicious behavior",125b13e7-f3c6-4b48-afa9-c7de4da4d506,genesisbot,"{""model_type"": ""gemini"", ""author_name"": ""xin"", ""author_email"": ""xinftw@protonmail.com"", ""num_of_files"": 9, ""package_name"": ""genesisbot"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""This Module Optimises your PC For Python"", ""package_version"": ""0.0.2"", ""package_homepage"": ""https://github.com/devil-xin"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification='The package `genesisbot` contains code that engages in potentially harmful activities, such as sending unauthorized requests using a Discord API, possibly for the purpose of obtaining sensitive user information. It also implements a flood attack function and uses base64 encoding to obscure its intent, indicating malicious behavior.' suspicious_files=['genesisbot.py']"", ""num_of_python_files"": 2, ""package_description"": ""#Optimise"", ""available_python_files"": [""setup.py"", ""genesisbot.py""], ""package_formatted_path"": "".temp/plain/genesisbot-0.0.2_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{genesisbot.py'},2025-07-01 19:28:13.164784+00,2025-07-01 19:28:13.164784+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,e7075adf-ba09-488e-8cd3-1bc141436b8d,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.2
benign,benign,10717,benign,google-cloud-0.34.0.tar.gz,mampd-classification agent,"The package 'google-cloud' version 0.34.0 is maintained by Google Cloud Platform and serves as an API client library for Google Cloud. It uses standard libraries and packaging practices, and while it is deprecated, there is no indication of malicious intent in its code. The warnings present are related to its deprecation rather than any harmful actions. There are no suspicious or malicious files present in the package.",a6b69fed-7663-4153-9083-b30d22c04db7,google-cloud,"{""author_name"": ""Google Cloud Platform"", ""author_email"": ""googleapis-publisher@google.com"", ""num_of_files"": 9, ""package_name"": ""google-cloud"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""API Client library for Google Cloud"", ""package_version"": ""0.34.0"", ""package_homepage"": ""https://github.com/GoogleCloudPlatform/google-cloud-python"", ""num_of_python_files"": 1, ""package_description"": ""Google Cloud Python Client"", ""available_python_files"": [""setup.py""], ""package_formatted_path"": "".temp/plain/google-cloud-0.34.0_dump.json""}",{},2025-06-28 10:53:05.088581+00,2025-06-28 10:53:05.088581+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,815f04a5-c8fb-45d6-90b4-153416a7b1b6,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.34.0
malicious,malicious,7733,malicious,humanqueen-0.0.1.tar.gz,mampd-classification agent,"The package includes a script that attempts to gather Discord tokens from local storage files and sends them to a remote server. This behavior is characteristic of malicious software, specifically targeting user credentials. Additionally, the package includes functionalities that suggest it could facilitate denial-of-service (DDoS) attacks and perform other unauthorized actions, which further cements its malicious classification.",19afa288-ab2f-4cb0-bd0e-71fb46165b74,humanqueen,"{""author_name"": ""xin"", ""author_email"": ""xin@gmail.com"", ""num_of_files"": 8, ""package_name"": ""humanqueen"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Package pour humanqueen"", ""package_version"": ""0.0.1"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 2, ""package_description"": ""cest rien de ouf hein juste un package pour humanqueen"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/humanqueen-0.0.1_dump.json""}",{__init__.py},2025-06-28 13:20:49.355466+00,2025-06-28 13:20:49.355466+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,dd1e3f63-85e6-44f7-979e-8cb3b7d9e7bd,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.1
malicious,malicious,7741,malicious,humanqueenn-0.0.2.tar.gz,mampd-classification agent,"The package contains functionality to retrieve Discord tokens from local storage paths, check their validity, and then send them to a remote server, which is indicative of a malicious intent to steal user credentials. Additionally, functions like 'ddos' and 'troll' suggest orchestrated attacks and pranks, further confirming the package's malicious nature.",6e348220-cb11-4c8f-b196-9a0035e0bf33,humanqueenn,"{""author_name"": ""xin"", ""author_email"": ""xin@gmail.com"", ""num_of_files"": 8, ""package_name"": ""humanqueenn"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Package pour humanqueen"", ""package_version"": ""0.0.2"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 2, ""package_description"": ""cest rien de ouf hein juste un package pour humanqueen"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/humanqueenn-0.0.2_dump.json""}",{__init__.py},2025-06-28 10:45:06.619512+00,2025-06-28 10:45:06.619512+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,c4777643-76a6-475e-becf-2b00ab6cb382,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.2
